mHistId,dHistId,cAbbreviation,mId,mLongName,mShortName,mEntryMode,mStatus,mAdmissionNumber,mAdmissionMode,mAdmissionDate,mAbolitionNumber,mAbolitionMode,mAbolitionDate,mDateOfChange
11038,10147,BE,811,Coeuve,Coeuve,Municipality,1,1000,First-time registration,1960-01-01,1142,Reassignment to other d/c,1978-12-31,1978-12-31
11039,10147,BE,812,Cornol,Cornol,Municipality,1,1000,First-time registration,1960-01-01,1143,Reassignment to other d/c,1978-12-31,1978-12-31
11040,10147,BE,813,Courchavon,Courchavon,Municipality,1,1000,First-time registration,1960-01-01,1144,Reassignment to other d/c,1978-12-31,1978-12-31
11041,10147,BE,814,Courgenay,Courgenay,Municipality,1,1000,First-time registration,1960-01-01,1145,Reassignment to other d/c,1978-12-31,1978-12-31
11042,10147,BE,815,Courtedoux,Courtedoux,Municipality,1,1000,First-time registration,1960-01-01,1146,Reassignment to other d/c,1978-12-31,1978-12-31
11043,10147,BE,816,Courtemaîche,Courtemaîche,Municipality,1,1000,First-time registration,1960-01-01,1147,Reassignment to other d/c,1978-12-31,1978-12-31
11044,10147,BE,817,Damphreux,Damphreux,Municipality,1,1000,First-time registration,1960-01-01,1148,Reassignment to other d/c,1978-12-31,1978-12-31
11045,10147,BE,818,Damvant,Damvant,Municipality,1,1000,First-time registration,1960-01-01,1149,Reassignment to other d/c,1978-12-31,1978-12-31
11046,10147,BE,836,Vendlincourt,Vendlincourt,Municipality,1,1000,First-time registration,1960-01-01,1167,Reassignment to other d/c,1978-12-31,1978-12-31
11047,10147,BE,820,Fontenais,Fontenais,Municipality,1,1000,First-time registration,1960-01-01,1151,Reassignment to other d/c,1978-12-31,1978-12-31
11048,10136,BE,992,Wangen an der Aare,Wangen an der Aare,Municipality,1,1000,First-time registration,1960-01-01,1466,Formal renumbering,1978-12-31,1978-12-31
11049,10147,BE,822,Grandfontaine,Grandfontaine,Municipality,1,1000,First-time registration,1960-01-01,1153,Reassignment to other d/c,1978-12-31,1978-12-31
11050,10147,BE,823,Lugnez,Lugnez,Municipality,1,1000,First-time registration,1960-01-01,1154,Reassignment to other d/c,1978-12-31,1978-12-31
11051,10147,BE,824,Miécourt,Miécourt,Municipality,1,1000,First-time registration,1960-01-01,1155,Reassignment to other d/c,1978-12-31,1978-12-31
11052,10147,BE,825,Montenol,Montenol,Municipality,1,1000,First-time registration,1960-01-01,1156,Reassignment to other d/c,1978-12-31,1978-12-31
11053,10147,BE,826,Montignez,Montignez,Municipality,1,1000,First-time registration,1960-01-01,1157,Reassignment to other d/c,1978-12-31,1978-12-31
11054,10147,BE,827,Montmelon,Montmelon,Municipality,1,1000,First-time registration,1960-01-01,1158,Reassignment to other d/c,1978-12-31,1978-12-31
11055,10147,BE,828,Ocourt,Ocourt,Municipality,1,1000,First-time registration,1960-01-01,1159,Reassignment to other d/c,1978-12-31,1978-12-31
11056,10147,BE,829,Pleujouse,Pleujouse,Municipality,1,1000,First-time registration,1960-01-01,1160,Reassignment to other d/c,1978-12-31,1978-12-31
11057,10147,BE,830,Porrentruy,Porrentruy,Municipality,1,1000,First-time registration,1960-01-01,1161,Reassignment to other d/c,1978-12-31,1978-12-31
11058,10147,BE,831,Réclère,Réclère,Municipality,1,1000,First-time registration,1960-01-01,1162,Reassignment to other d/c,1978-12-31,1978-12-31
11059,10147,BE,832,Roche-d'Or,Roche-d'Or,Municipality,1,1000,First-time registration,1960-01-01,1163,Reassignment to other d/c,1978-12-31,1978-12-31
11060,10147,BE,833,Rocourt,Rocourt,Municipality,1,1000,First-time registration,1960-01-01,1164,Reassignment to other d/c,1978-12-31,1978-12-31
11061,10147,BE,819,Fahy,Fahy,Municipality,1,1000,First-time registration,1960-01-01,1150,Reassignment to other d/c,1978-12-31,1978-12-31
11062,10152,BE,886,Wattenwil,Wattenwil,Municipality,1,1000,First-time registration,1960-01-01,1397,Formal renumbering,1978-12-31,1978-12-31
11063,10150,BE,923,Buchholterberg,Buchholterberg,Municipality,1,1000,First-time registration,1960-01-01,1410,Formal renumbering,1978-12-31,1978-12-31
11064,10152,BE,874,Lohnstorf,Lohnstorf,Municipality,1,1000,First-time registration,1960-01-01,1385,Formal renumbering,1978-12-31,1978-12-31
11065,10152,BE,875,Mühledorf (BE),Mühledorf (BE),Municipality,1,1000,First-time registration,1960-01-01,1386,Formal renumbering,1978-12-31,1978-12-31
11066,10152,BE,876,Mühlethurnen,Mühlethurnen,Municipality,1,1000,First-time registration,1960-01-01,1387,Formal renumbering,1978-12-31,1978-12-31
11067,10152,BE,877,Niedermuhlern,Niedermuhlern,Municipality,1,1000,First-time registration,1960-01-01,1388,Formal renumbering,1978-12-31,1978-12-31
11068,10152,BE,878,Noflen,Noflen,Municipality,1,1000,First-time registration,1960-01-01,1389,Formal renumbering,1978-12-31,1978-12-31
11069,10152,BE,879,Riggisberg,Riggisberg,Municipality,1,1000,First-time registration,1960-01-01,1390,Formal renumbering,1978-12-31,1978-12-31
11070,10152,BE,880,Rüeggisberg,Rüeggisberg,Municipality,1,1000,First-time registration,1960-01-01,1391,Formal renumbering,1978-12-31,1978-12-31
11071,10152,BE,881,Rümligen,Rümligen,Municipality,1,1000,First-time registration,1960-01-01,1392,Formal renumbering,1978-12-31,1978-12-31
11072,10152,BE,882,Rüti bei Riggisberg,Rüti bei Riggisberg,Municipality,1,1000,First-time registration,1960-01-01,1393,Formal renumbering,1978-12-31,1978-12-31
11073,10152,BE,883,Seftigen,Seftigen,Municipality,1,1000,First-time registration,1960-01-01,1394,Formal renumbering,1978-12-31,1978-12-31
11074,10152,BE,872,Kirchdorf (BE),Kirchdorf (BE),Municipality,1,1000,First-time registration,1960-01-01,1383,Formal renumbering,1978-12-31,1978-12-31
11075,10152,BE,885,Uttigen,Uttigen,Municipality,1,1000,First-time registration,1960-01-01,1396,Formal renumbering,1978-12-31,1978-12-31
11076,10152,BE,871,Kienersrüti,Kienersrüti,Municipality,1,1000,First-time registration,1960-01-01,1382,Formal renumbering,1978-12-31,1978-12-31
11077,10152,BE,887,Zimmerwald,Zimmerwald,Municipality,1,1000,First-time registration,1960-01-01,1398,Formal renumbering,1978-12-31,1978-12-31
11078,10151,BE,901,Eggiwil,Eggiwil,Municipality,1,1000,First-time registration,1960-01-01,1399,Formal renumbering,1978-12-31,1978-12-31
11079,10151,BE,902,Langnau im Emmental,Langnau im Emmental,Municipality,1,1000,First-time registration,1960-01-01,1400,Formal renumbering,1978-12-31,1978-12-31
11080,10151,BE,903,Lauperswil,Lauperswil,Municipality,1,1000,First-time registration,1960-01-01,1401,Formal renumbering,1978-12-31,1978-12-31
11081,10151,BE,904,Röthenbach im Emmental,Röthenbach im Emmental,Municipality,1,1000,First-time registration,1960-01-01,1402,Formal renumbering,1978-12-31,1978-12-31
11082,10151,BE,905,Rüderswil,Rüderswil,Municipality,1,1000,First-time registration,1960-01-01,1403,Formal renumbering,1978-12-31,1978-12-31
11083,10151,BE,906,Schangnau,Schangnau,Municipality,1,1000,First-time registration,1960-01-01,1404,Formal renumbering,1978-12-31,1978-12-31
11084,10151,BE,907,Signau,Signau,Municipality,1,1000,First-time registration,1960-01-01,1405,Formal renumbering,1978-12-31,1978-12-31
11085,10151,BE,908,Trub,Trub,Municipality,1,1000,First-time registration,1960-01-01,1406,Formal renumbering,1978-12-31,1978-12-31
11086,10151,BE,909,Trubschachen,Trubschachen,Municipality,1,1000,First-time registration,1960-01-01,1407,Formal renumbering,1978-12-31,1978-12-31
11087,10150,BE,921,Amsoldingen,Amsoldingen,Municipality,1,1000,First-time registration,1960-01-01,1408,Formal renumbering,1978-12-31,1978-12-31
11088,10136,BE,994,Wanzwil,Wanzwil,Municipality,1,1000,First-time registration,1960-01-01,1468,Formal renumbering,1978-12-31,1978-12-31
11089,10152,BE,884,Toffen,Toffen,Municipality,1,1000,First-time registration,1960-01-01,1395,Formal renumbering,1978-12-31,1978-12-31
11090,10153,BE,852,Guggisberg,Guggisberg,Municipality,1,1000,First-time registration,1960-01-01,1369,Formal renumbering,1978-12-31,1978-12-31
11091,10156,BE,782,Guttannen,Guttannen,Municipality,1,1000,First-time registration,1960-01-01,1356,Formal renumbering,1978-12-31,1978-12-31
11092,10156,BE,783,Hasliberg,Hasliberg,Municipality,1,1000,First-time registration,1960-01-01,1357,Formal renumbering,1978-12-31,1978-12-31
11093,10156,BE,784,Innertkirchen,Innertkirchen,Municipality,1,1000,First-time registration,1960-01-01,1358,Formal renumbering,1978-12-31,1978-12-31
11094,10156,BE,785,Meiringen,Meiringen,Municipality,1,1000,First-time registration,1960-01-01,1359,Formal renumbering,1978-12-31,1978-12-31
11095,10156,BE,786,Schattenhalb,Schattenhalb,Municipality,1,1000,First-time registration,1960-01-01,1360,Formal renumbering,1978-12-31,1978-12-31
11096,10155,BE,791,Boltigen,Boltigen,Municipality,1,1000,First-time registration,1960-01-01,1361,Formal renumbering,1978-12-31,1978-12-31
11097,10155,BE,792,Lenk,Lenk,Municipality,1,1000,First-time registration,1960-01-01,1362,Formal renumbering,1978-12-31,1978-12-31
11098,10155,BE,793,St. Stephan,St. Stephan,Municipality,1,1000,First-time registration,1960-01-01,1363,Formal renumbering,1978-12-31,1978-12-31
11099,10155,BE,794,Zweisimmen,Zweisimmen,Municipality,1,1000,First-time registration,1960-01-01,1364,Formal renumbering,1978-12-31,1978-12-31
11100,10154,BE,841,Gsteig,Gsteig,Municipality,1,1000,First-time registration,1960-01-01,1365,Formal renumbering,1978-12-31,1978-12-31
11101,10154,BE,842,Lauenen,Lauenen,Municipality,1,1000,First-time registration,1960-01-01,1366,Formal renumbering,1978-12-31,1978-12-31
11102,10152,BE,873,Kirchenthurnen,Kirchenthurnen,Municipality,1,1000,First-time registration,1960-01-01,1384,Formal renumbering,1978-12-31,1978-12-31
11103,10153,BE,851,Albligen,Albligen,Municipality,1,1000,First-time registration,1960-01-01,1368,Formal renumbering,1978-12-31,1978-12-31
11104,10150,BE,924,Eriz,Eriz,Municipality,1,1000,First-time registration,1960-01-01,1411,Formal renumbering,1978-12-31,1978-12-31
11105,10153,BE,853,Rüschegg,Rüschegg,Municipality,1,1000,First-time registration,1960-01-01,1370,Formal renumbering,1978-12-31,1978-12-31
11106,10153,BE,854,Wahlern,Wahlern,Municipality,1,1000,First-time registration,1960-01-01,1371,Formal renumbering,1978-12-31,1978-12-31
11107,10152,BE,861,Belp,Belp,Municipality,1,1000,First-time registration,1960-01-01,1372,Formal renumbering,1978-12-31,1978-12-31
11108,10152,BE,862,Belpberg,Belpberg,Municipality,1,1000,First-time registration,1960-01-01,1373,Formal renumbering,1978-12-31,1978-12-31
11109,10152,BE,863,Burgistein,Burgistein,Municipality,1,1000,First-time registration,1960-01-01,1374,Formal renumbering,1978-12-31,1978-12-31
11110,10152,BE,864,Englisberg,Englisberg,Municipality,1,1000,First-time registration,1960-01-01,1375,Formal renumbering,1978-12-31,1978-12-31
11111,10152,BE,865,Gelterfingen,Gelterfingen,Municipality,1,1000,First-time registration,1960-01-01,1376,Formal renumbering,1978-12-31,1978-12-31
11112,10152,BE,866,Gerzensee,Gerzensee,Municipality,1,1000,First-time registration,1960-01-01,1377,Formal renumbering,1978-12-31,1978-12-31
11113,10152,BE,867,Gurzelen,Gurzelen,Municipality,1,1000,First-time registration,1960-01-01,1378,Formal renumbering,1978-12-31,1978-12-31
11114,10152,BE,868,Jaberg,Jaberg,Municipality,1,1000,First-time registration,1960-01-01,1379,Formal renumbering,1978-12-31,1978-12-31
11115,10152,BE,869,Kaufdorf,Kaufdorf,Municipality,1,1000,First-time registration,1960-01-01,1380,Formal renumbering,1978-12-31,1978-12-31
11116,10152,BE,870,Kehrsatz,Kehrsatz,Municipality,1,1000,First-time registration,1960-01-01,1381,Formal renumbering,1978-12-31,1978-12-31
11117,10154,BE,843,Saanen,Saanen,Municipality,1,1000,First-time registration,1960-01-01,1367,Formal renumbering,1978-12-31,1978-12-31
11118,10136,BE,979,Herzogenbuchsee,Herzogenbuchsee,Municipality,1,1000,First-time registration,1960-01-01,1453,Formal renumbering,1978-12-31,1978-12-31
11119,10150,BE,922,Blumenstein,Blumenstein,Municipality,1,1000,First-time registration,1960-01-01,1409,Formal renumbering,1978-12-31,1978-12-31
11120,10149,BE,957,Sumiswald,Sumiswald,Municipality,1,1000,First-time registration,1960-01-01,1441,Formal renumbering,1978-12-31,1978-12-31
11121,10149,BE,958,Trachselwald,Trachselwald,Municipality,1,1000,First-time registration,1960-01-01,1442,Formal renumbering,1978-12-31,1978-12-31
11122,10149,BE,959,Walterswil (BE),Walterswil (BE),Municipality,1,1000,First-time registration,1960-01-01,1443,Formal renumbering,1978-12-31,1978-12-31
11123,10149,BE,960,Wyssachen,Wyssachen,Municipality,1,1000,First-time registration,1960-01-01,1444,Formal renumbering,1978-12-31,1978-12-31
11124,10136,BE,971,Attiswil,Attiswil,Municipality,1,1000,First-time registration,1960-01-01,1445,Formal renumbering,1978-12-31,1978-12-31
11125,10136,BE,972,Berken,Berken,Municipality,1,1000,First-time registration,1960-01-01,1446,Formal renumbering,1978-12-31,1978-12-31
11126,10136,BE,973,Bettenhausen,Bettenhausen,Municipality,1,1000,First-time registration,1960-01-01,1447,Formal renumbering,1978-12-31,1978-12-31
11127,10136,BE,974,Bollodingen,Bollodingen,Municipality,1,1000,First-time registration,1960-01-01,1448,Formal renumbering,1978-12-31,1978-12-31
11128,10136,BE,975,Farnern,Farnern,Municipality,1,1000,First-time registration,1960-01-01,1449,Formal renumbering,1978-12-31,1978-12-31
11129,10136,BE,976,Graben,Graben,Municipality,1,1000,First-time registration,1960-01-01,1450,Formal renumbering,1978-12-31,1978-12-31
11130,10149,BE,955,Lützelflüh,Lützelflüh,Municipality,1,1000,First-time registration,1960-01-01,1439,Formal renumbering,1978-12-31,1978-12-31
11131,10136,BE,978,Hermiswil,Hermiswil,Municipality,1,1000,First-time registration,1960-01-01,1452,Formal renumbering,1978-12-31,1978-12-31
11132,10149,BE,954,Huttwil,Huttwil,Municipality,1,1000,First-time registration,1960-01-01,1438,Formal renumbering,1978-12-31,1978-12-31
11133,10136,BE,980,Inkwil,Inkwil,Municipality,1,1000,First-time registration,1960-01-01,1454,Formal renumbering,1978-12-31,1978-12-31
11134,10136,BE,981,Niederbipp,Niederbipp,Municipality,1,1000,First-time registration,1960-01-01,1455,Formal renumbering,1978-12-31,1978-12-31
11135,10136,BE,982,Niederönz,Niederönz,Municipality,1,1000,First-time registration,1960-01-01,1456,Formal renumbering,1978-12-31,1978-12-31
11136,10136,BE,983,Oberbipp,Oberbipp,Municipality,1,1000,First-time registration,1960-01-01,1457,Formal renumbering,1978-12-31,1978-12-31
11137,10136,BE,984,Oberönz,Oberönz,Municipality,1,1000,First-time registration,1960-01-01,1458,Formal renumbering,1978-12-31,1978-12-31
11138,10136,BE,985,Ochlenberg,Ochlenberg,Municipality,1,1000,First-time registration,1960-01-01,1459,Formal renumbering,1978-12-31,1978-12-31
11139,10136,BE,986,Röthenbach bei Herzogenbuchsee,Röthenbach b. Herzogenb.,Municipality,1,1000,First-time registration,1960-01-01,1460,Formal renumbering,1978-12-31,1978-12-31
11140,10136,BE,987,Rumisberg,Rumisberg,Municipality,1,1000,First-time registration,1960-01-01,1461,Formal renumbering,1978-12-31,1978-12-31
11141,10136,BE,988,Seeberg,Seeberg,Municipality,1,1000,First-time registration,1960-01-01,1462,Formal renumbering,1978-12-31,1978-12-31
11142,10136,BE,989,Thörigen,Thörigen,Municipality,1,1000,First-time registration,1960-01-01,1463,Formal renumbering,1978-12-31,1978-12-31
11143,10136,BE,990,Walliswil bei Niederbipp,Walliswil bei Niederbipp,Municipality,1,1000,First-time registration,1960-01-01,1464,Formal renumbering,1978-12-31,1978-12-31
11144,10136,BE,991,Walliswil bei Wangen,Walliswil bei Wangen,Municipality,1,1000,First-time registration,1960-01-01,1465,Formal renumbering,1978-12-31,1978-12-31
11145,10136,BE,977,Heimenhausen,Heimenhausen,Municipality,1,1000,First-time registration,1960-01-01,1451,Formal renumbering,1978-12-31,1978-12-31
11146,10150,BE,938,Sigriswil,Sigriswil,Municipality,1,1000,First-time registration,1960-01-01,1425,Formal renumbering,1978-12-31,1978-12-31
11147,10150,BE,925,Fahrni,Fahrni,Municipality,1,1000,First-time registration,1960-01-01,1412,Formal renumbering,1978-12-31,1978-12-31
11148,10150,BE,926,Forst,Forst,Municipality,1,1000,First-time registration,1960-01-01,1413,Formal renumbering,1978-12-31,1978-12-31
11149,10150,BE,927,Heiligenschwendi,Heiligenschwendi,Municipality,1,1000,First-time registration,1960-01-01,1414,Formal renumbering,1978-12-31,1978-12-31
11150,10150,BE,928,Heimberg,Heimberg,Municipality,1,1000,First-time registration,1960-01-01,1415,Formal renumbering,1978-12-31,1978-12-31
11151,10150,BE,929,Hilterfingen,Hilterfingen,Municipality,1,1000,First-time registration,1960-01-01,1416,Formal renumbering,1978-12-31,1978-12-31
11152,10150,BE,930,Höfen,Höfen,Municipality,1,1000,First-time registration,1960-01-01,1417,Formal renumbering,1978-12-31,1978-12-31
11153,10150,BE,931,Homberg,Homberg,Municipality,1,1000,First-time registration,1960-01-01,1418,Formal renumbering,1978-12-31,1978-12-31
11154,10150,BE,932,Horrenbach-Buchen,Horrenbach-Buchen,Municipality,1,1000,First-time registration,1960-01-01,1419,Formal renumbering,1978-12-31,1978-12-31
11155,10150,BE,933,Längenbühl,Längenbühl,Municipality,1,1000,First-time registration,1960-01-01,1420,Formal renumbering,1978-12-31,1978-12-31
11156,10150,BE,934,Oberhofen am Thunersee,Oberhofen am Thunersee,Municipality,1,1000,First-time registration,1960-01-01,1421,Formal renumbering,1978-12-31,1978-12-31
11157,10150,BE,935,Oberlangenegg,Oberlangenegg,Municipality,1,1000,First-time registration,1960-01-01,1422,Formal renumbering,1978-12-31,1978-12-31
11158,10149,BE,956,Rüegsau,Rüegsau,Municipality,1,1000,First-time registration,1960-01-01,1440,Formal renumbering,1978-12-31,1978-12-31
11159,10150,BE,937,Schwendibach,Schwendibach,Municipality,1,1000,First-time registration,1960-01-01,1424,Formal renumbering,1978-12-31,1978-12-31
11160,10051,SO,2521,Heinrichswil,Heinrichswil,Municipality,1,1000,First-time registration,1960-01-01,1540,Change of name (d),1990-12-31,1990-12-31
11161,10150,BE,939,Steffisburg,Steffisburg,Municipality,1,1000,First-time registration,1960-01-01,1426,Formal renumbering,1978-12-31,1978-12-31
11162,10150,BE,940,Teuffenthal (BE),Teuffenthal (BE),Municipality,1,1000,First-time registration,1960-01-01,1427,Formal renumbering,1978-12-31,1978-12-31
11163,10150,BE,941,Thierachern,Thierachern,Municipality,1,1000,First-time registration,1960-01-01,1428,Formal renumbering,1978-12-31,1978-12-31
11164,10150,BE,942,Thun,Thun,Municipality,1,1000,First-time registration,1960-01-01,1429,Formal renumbering,1978-12-31,1978-12-31
11165,10150,BE,943,Uebeschi,Uebeschi,Municipality,1,1000,First-time registration,1960-01-01,1430,Formal renumbering,1978-12-31,1978-12-31
11166,10150,BE,944,Uetendorf,Uetendorf,Municipality,1,1000,First-time registration,1960-01-01,1431,Formal renumbering,1978-12-31,1978-12-31
11167,10150,BE,945,Unterlangenegg,Unterlangenegg,Municipality,1,1000,First-time registration,1960-01-01,1432,Formal renumbering,1978-12-31,1978-12-31
